PG.ProteinLabel	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Completeness	[1] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_A1_983t_S3-C7_1_5750.d.PG.Quantity	[2] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_B1_981s_S3-A8_1_5727.d.PG.Quantity	[3] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_C1_975s_S3-C11_1_5754.d.PG.Quantity	[4] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_D1_1s_S3-B2_1_5733.d.PG.Quantity	[5] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_E1_5t_S3-D7_1_5762.d.PG.Quantity	[6] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_F1_949t_S3-D1_1_5756.d.PG.Quantity	[7] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_G1_9t_S3-B4_1_5735.d.PG.Quantity	[8] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_H1_977t_S3-B12_1_5743.d.PG.Quantity	[9] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_I1_995s_S3-B7_1_5738.d.PG.Quantity	[10] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_J1_7s_S3-C5_1_5748.d.PG.Quantity	[11] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_K1_997t_S3-A4_1_5723.d.PG.Quantity	[12] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_L1_941t_S3-C3_1_5746.d.PG.Quantity	[13] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_M1_943s_S3-A3_1_5722.d.PG.Quantity	[14] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_N1_965t_S3-A10_1_5729.d.PG.Quantity	[15] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_O1_955s_S3-D6_1_5761.d.PG.Quantity
UBP24_MOUSE	B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24	100	78.975830078125	86.70263671875	79.98155975341797	96.862060546875	227.38882446289062	93.2412338256836	88.0355224609375	91.93309783935547	87.08010864257812	89.35613250732422	117.12139129638672	109.2652359008789	91.11048889160156	80.96151733398438	107.24497985839844
THOC2_MOUSE	B1AZI6	Thoc2	THO complex subunit 2	100	28.594091415405273	40.848541259765625	31.614011764526367	41.95456314086914	65.07041931152344	30.758121490478516	45.56611633300781	48.56825637817383	63.94050979614258	35.752071380615234	44.15420913696289	43.64558029174805	50.3199577331543	34.04882049560547	33.44231414794922
DLGP4_MOUSE	B1AZP2	Dlgap4	Disks large-associated protein 4	100	45.56985855102539	26.38387680053711	32.80278396606445	31.944114685058594	43.635494232177734	31.429262161254883	23.254188537597656	27.634479522705078	38.972900390625	19.896690368652344	29.015539169311523	33.83049392700195	32.27870559692383	22.894079208374023	8.032303810119629
TRIQK_MOUSE	B2B9E1	Triqk	Triple QxxK/R motif-containing protein	100	134.00991821289062	333.1793518066406	84.0542984008789	238.13766479492188	242.07025146484375	161.38233947753906	290.7014465332031	163.9906005859375	158.78045654296875	150.3070068359375	135.62905883789062	169.99172973632812	187.3897247314453	296.1281433105469	102.19522094726562
PYR1_MOUSE	B2RQC6	Cad	Multifunctional protein CAD	80	9.713845252990723	29.02328109741211	11.643162727355957	18.641918182373047	NaN	9.749062538146973	29.913414001464844	16.612430572509766	56.806182861328125	13.401374816894531	27.085824966430664	NaN	77.45775604248047	17.227998733520508	NaN
YTDC2_MOUSE	B2RR83	Ythdc2	3'-5' RNA helicase YTHDC2	86.7	19.902116775512695	22.1460018157959	15.598955154418945	22.79736328125	29.980958938598633	19.461206436157227	20.73402976989746	17.212257385253906	NaN	19.30275535583496	20.25324058532715	24.65864372253418	26.147554397583008	18.061643600463867	NaN
OTUD4_MOUSE	B2RRE7	Otud4	OTU domain-containing protein 4	100	47.63840103149414	55.50679397583008	49.578006744384766	55.9000358581543	71.93404388427734	85.82601165771484	50.8404541015625	61.153717041015625	79.19429779052734	68.36263275146484	74.91653442382812	42.43299865722656	89.3370590209961	46.293209075927734	58.0777702331543
GNAI1_MOUSE	B2RSH2	Gnai1	Guanine nucleotide-binding protein G(i) subunit alpha-1	100	105.75157165527344	116.1661148071289	78.39537811279297	123.01451110839844	59.087223052978516	66.4944076538086	89.12126159667969	60.1175537109375	68.50841522216797	54.26023483276367	89.78362274169922	73.31103515625	69.36361694335938	65.65753936767578	84.93658447265625
APBA1_MOUSE	B2RUJ5	Apba1	Amyloid-beta A4 precursor protein-binding family A member 1	86.7	18.56942367553711	9.944923400878906	17.219093322753906	13.606674194335938	NaN	17.65021514892578	17.436769485473633	17.414472579956055	38.36491012573242	14.248818397521973	25.522586822509766	27.10906219482422	21.183568954467773	18.386938095092773	NaN
ZN382_MOUSE	B2RXC5	Znf382	Zinc finger protein 382	86.7	67.416015625	128.7009735107422	61.74517822265625	94.32305908203125	245.45506286621094	28.036094665527344	110.62609100341797	47.68197250366211	NaN	77.45065307617188	NaN	109.84905242919922	101.65740203857422	43.80819320678711	99.57518768310547
PLXB2_MOUSE	B2RXS4	Plxnb2	Plexin-B2	93.3	23.883785247802734	12.680571556091309	13.719322204589844	19.798908233642578	83.77582550048828	34.15341567993164	17.048139572143555	18.845561981201172	28.59115219116211	17.80074691772461	17.32173728942871	21.046401977539062	26.12846565246582	14.441187858581543	NaN
RBM25_MOUSE	B2RY56	Rbm25	RNA-binding protein 25	100	92.74053192138672	98.62307739257812	75.42816162109375	97.01822662353516	142.13720703125	98.42533874511719	98.88777160644531	90.10108947753906	123.82015228271484	106.99881744384766	93.91847229003906	127.22339630126953	96.33402252197266	102.5870132446289	129.637451171875
ILDR2_MOUSE	B5TVM2	Ildr2	Immunoglobulin-like domain-containing receptor 2	73.3	16.772920608520508	25.909879684448242	14.138154029846191	13.65485668182373	NaN	41.85066604614258	20.540071487426758	15.651220321655273	36.2337532043457	31.981128692626953	22.23112678527832	NaN	NaN	10.128721237182617	NaN
CLIP3_MOUSE	B9EHT4	Clip3	CAP-Gly domain-containing linker protein 3	73.3	27.700929641723633	NaN	24.460996627807617	18.712249755859375	47.00444412231445	39.36437225341797	41.23149871826172	29.558137893676758	NaN	31.73012924194336	43.33395004272461	20.1740779876709	123.6205825805664	NaN	NaN
PDZD8_MOUSE	B9EJ80	Pdzd8	PDZ domain-containing protein 8	93.3	31.47706413269043	30.673725128173828	24.315860748291016	23.312274932861328	115.50408935546875	50.124881744384766	33.633819580078125	17.69794464111328	27.792516708374023	43.24826431274414	33.18730926513672	40.51364517211914	46.27362823486328	24.414093017578125	NaN
OSBL8_MOUSE	B9EJ86	Osbpl8	Oxysterol-binding protein-related protein 8	100	102.53996276855469	89.80541229248047	87.6047134399414	107.7646713256836	96.84883117675781	89.48992156982422	93.488037109375	81.0958251953125	82.06713104248047	102.63844299316406	116.01524353027344	72.76443481445312	117.46407318115234	80.23965454101562	104.01759338378906
CTTB2_MOUSE	B9EJA2	Cttnbp2	Cortactin-binding protein 2	86.7	24.396482467651367	26.73046112060547	43.254798889160156	21.97719955444336	NaN	18.57146453857422	32.69198989868164	20.75487518310547	29.42438507080078	13.148738861083984	21.867454528808594	26.08551597595215	27.627628326416016	25.958005905151367	NaN
PTPRZ_MOUSE	B9EKR1	Ptprz1	Receptor-type tyrosine-protein phosphatase zeta	100	467.2782897949219	518.6734008789062	394.2422180175781	498.66748046875	352.4196472167969	625.7154541015625	335.9090576171875	578.0958251953125	681.5812377929688	386.5845642089844	414.1783752441406	497.56787109375	322.83331298828125	302.3970947265625	557.8714599609375
ARXS1_MOUSE;ARXS2_MOUSE	C0HK79;C0HK80	Arxes1;Arxes2	Adipocyte-related X-chromosome expressed sequence 1;Adipocyte-related X-chromosome expressed sequence 2	93.3	41.38901901245117	44.10260009765625	26.320858001708984	31.590003967285156	53.10273742675781	26.439149856567383	30.68600082397461	35.939762115478516	37.297183990478516	36.7403678894043	43.21720886230469	49.12071990966797	51.57704162597656	36.562137603759766	NaN
MFA1A_MOUSE;MFA1B_MOUSE	C0HKD8;C0HKD9	Mfap1a;Mfap1b	Microfibrillar-associated protein 1A;Microfibrillar-associated protein 1B	100	50.096126556396484	41.64484405517578	61.97469711303711	38.24821472167969	40.97481918334961	40.483551025390625	49.7700080871582	24.697118759155273	78.02533721923828	77.25118255615234	46.5244255065918	39.71873474121094	55.357120513916016	60.353759765625	102.32678985595703
BTBD8_MOUSE	D3YUB6	Btbd8	BTB/POZ domain-containing protein 8	86.7	34.02054214477539	14.39334774017334	28.282299041748047	42.39555740356445	NaN	32.45695495605469	17.90596580505371	32.74970626831055	56.63648223876953	30.612916946411133	33.578651428222656	44.15726852416992	13.773998260498047	29.9772891998291	NaN
AKAP5_MOUSE	D3YVF0	Akap5	A-kinase anchor protein 5	100	58.825008392333984	41.396728515625	41.59904098510742	31.328378677368164	46.176944732666016	36.113399505615234	32.689735412597656	29.839309692382812	45.00807571411133	24.220808029174805	28.422550201416016	33.150230407714844	75.35556030273438	23.130605697631836	26.407047271728516
DGKI_MOUSE	D3YWQ0	Dgki	Diacylglycerol kinase iota	100	79.37588500976562	77.6266098022461	75.94153594970703	66.43310546875	109.53533935546875	67.85430908203125	68.58827209472656	54.69000244140625	57.35749435424805	69.51277160644531	61.15971374511719	69.65325927734375	56.616905212402344	64.09825134277344	114.57941436767578
DGKH_MOUSE	D3YXJ0	Dgkh	Diacylglycerol kinase eta	73.3	23.687679290771484	20.108861923217773	18.62377166748047	26.64484214782715	NaN	NaN	22.04179573059082	20.124767303466797	NaN	18.737796783447266	16.757686614990234	9.434334754943848	31.94220542907715	21.72748565673828	NaN
SAFB1_MOUSE	D3YXK2	Safb	Scaffold attachment factor B1	100	512.5184936523438	470.9154052734375	484.88916015625	412.0087890625	843.1914672851562	603.5811157226562	428.704833984375	365.3000793457031	699.7218627929688	640.2461547851562	407.8547668457031	532.2766723632812	370.2103271484375	458.43792724609375	958.9019165039062
PGBD5_MOUSE	D3YZI9	Pgbd5	PiggyBac transposable element-derived protein 5	66.7	11.426302909851074	20.131515502929688	10.846070289611816	25.739879608154297	NaN	NaN	12.318706512451172	24.048608779907227	26.64154815673828	NaN	20.709524154663086	13.980204582214355	NaN	14.666104316711426	NaN
CCDC6_MOUSE	D3YZP9	Ccdc6	Coiled-coil domain-containing protein 6	93.3	80.47784423828125	85.3542709350586	93.73420715332031	76.49342346191406	NaN	78.99658203125	69.28185272216797	101.85547637939453	134.33816528320312	102.41573333740234	58.09485626220703	141.38238525390625	108.1335678100586	85.97791290283203	133.8651123046875
SHAN1_MOUSE	D3YZU1	Shank1	SH3 and multiple ankyrin repeat domains protein 1	93.3	27.758726119995117	33.89356994628906	31.279760360717773	29.237462997436523	NaN	16.236879348754883	23.95669937133789	14.307387351989746	23.084789276123047	18.4168758392334	27.658206939697266	18.92038917541504	13.028275489807129	22.693702697753906	25.602569580078125
GLSK_MOUSE	D3Z7P3	Gls	Glutaminase kidney isoform, mitochondrial	100	149.2342529296875	202.8151397705078	267.5422668457031	208.98837280273438	87.88774108886719	246.05282592773438	162.22715759277344	316.30755615234375	240.27418518066406	198.29995727539062	209.6107940673828	193.56280517578125	187.54684448242188	174.56201171875	203.0301513671875
KLHL3_MOUSE	E0CZ16	Klhl3	Kelch-like protein 3	100	24.248239517211914	19.464502334594727	24.1579532623291	28.368478775024414	64.07539367675781	33.3974494934082	24.141016006469727	29.468202590942383	30.77290153503418	20.022687911987305	25.64514923095703	25.51764678955078	14.281050682067871	29.61577796936035	28.410255432128906
PRRT2_MOUSE	E9PUL5	Prrt2	Proline-rich transmembrane protein 2	100	180.96316528320312	233.60105895996094	116.4140853881836	263.2127685546875	203.6783447265625	162.6628875732422	160.00119018554688	133.12847900390625	181.347412109375	117.23876953125	207.13844299316406	162.13031005859375	213.68846130371094	125.84893035888672	158.57313537597656
DGKD_MOUSE	E9PUQ8	Dgkd	Diacylglycerol kinase delta	33.3	NaN	18.349506378173828	18.000144958496094	22.99521255493164	NaN	NaN	NaN	NaN	NaN	26.500606536865234	33.302249908447266	NaN	NaN	NaN	NaN
GCN1_MOUSE	E9PVA8	Gcn1	Stalled ribosome sensor GCN1	100	76.69696044921875	88.79170227050781	64.33893585205078	98.13268280029297	111.6759033203125	74.19035339355469	91.66722106933594	83.96526336669922	75.9664306640625	76.96673583984375	99.0783920288086	80.87646484375	142.77532958984375	84.82906341552734	72.3532485961914
MTMRD_MOUSE	E9PXF8	Sbf2	Myotubularin-related protein 13	60	6.021058082580566	17.181074142456055	6.586006164550781	12.642570495605469	NaN	NaN	21.76716423034668	5.373661518096924	NaN	NaN	13.763528823852539	27.465869903564453	NaN	13.16163444519043	NaN
TUTLB_MOUSE	E9PZ19	Igsf9b	Protein turtle homolog B	60	2.068737745285034	8.686182975769043	6.190557479858398	NaN	NaN	7.713163375854492	2.027570962905884	12.645641326904297	NaN	NaN	4.166135311126709	14.129535675048828	NaN	2.320488929748535	NaN
ASCC3_MOUSE	E9PZJ8	Ascc3	Activating signal cointegrator 1 complex subunit 3	86.7	83.1207046508789	62.03523635864258	71.34770202636719	71.54920196533203	NaN	41.81169128417969	65.30994415283203	130.7281494140625	85.96149444580078	73.6168441772461	79.90901947021484	109.11774444580078	136.84593200683594	79.92211151123047	NaN
CHD2_MOUSE	E9PZM4	Chd2	Chromodomain-helicase-DNA-binding protein 2	100	35.385643005371094	37.82410430908203	26.70818328857422	24.50589370727539	148.67063903808594	34.52988815307617	31.569509506225586	25.84325408935547	25.560409545898438	36.42546463012695	38.719146728515625	43.03955841064453	50.90665054321289	30.82269859313965	47.17973327636719
RYR1_MOUSE	E9PZQ0	Ryr1	Ryanodine receptor 1	100	72.6519546508789	90.37033081054688	39.03889846801758	86.40603637695312	124.07756042480469	61.01814651489258	87.82130432128906	67.18004608154297	61.889373779296875	65.83483123779297	91.08128356933594	54.80506134033203	65.57760620117188	68.9089126586914	612.402099609375
TX264_MOUSE	E9Q137	Tex264	Testis-expressed protein 264 homolog	86.7	21.013343811035156	34.84670639038086	17.663686752319336	24.944602966308594	NaN	76.50038146972656	22.63597869873047	48.715511322021484	31.52434539794922	31.467317581176758	26.411409378051758	22.51848030090332	55.21931076049805	15.02188777923584	NaN
PI4KA_MOUSE	E9Q3L2	Pi4ka	Phosphatidylinositol 4-kinase alpha	100	25.628812789916992	30.66356086730957	21.495254516601562	30.125486373901367	32.93101501464844	17.307504653930664	25.580596923828125	22.257841110229492	22.321792602539062	18.152528762817383	28.211851119995117	23.96513557434082	29.938323974609375	17.649866104125977	34.251678466796875
RYR2_MOUSE	E9Q401	Ryr2	Ryanodine receptor 2	100	604.8853759765625	704.1055908203125	465.94866943359375	693.1748046875	717.9696655273438	398.7545471191406	593.043212890625	471.423828125	491.7557678222656	565.0647583007812	658.220947265625	503.1892395019531	529.1766357421875	519.0181274414062	463.0381774902344
KLH18_MOUSE	E9Q4F2	Klhl18	Kelch-like protein 18	53.3	32.8847541809082	30.942249298095703	23.199602127075195	39.4244384765625	NaN	NaN	35.65631103515625	NaN	NaN	NaN	17.848724365234375	NaN	83.7372055053711	34.01586151123047	NaN
ARI1B_MOUSE	E9Q4N7	Arid1b	AT-rich interactive domain-containing protein 1B	93.3	27.240461349487305	48.46709060668945	38.790164947509766	48.90019226074219	NaN	38.627132415771484	51.403343200683594	35.548072814941406	24.891916275024414	39.57501983642578	46.55518341064453	44.83061981201172	65.4992904663086	47.934326171875	36.57876968383789
WDFY1_MOUSE	E9Q4P1	Wdfy1	WD repeat and FYVE domain-containing protein 1	86.7	19.24823570251465	13.094231605529785	22.529664993286133	20.196218490600586	NaN	4.704526424407959	11.937314987182617	19.518747329711914	12.90310001373291	19.799213409423828	14.772546768188477	12.878395080566406	31.224605560302734	9.02673053741455	NaN
DESP_MOUSE	E9Q557	Dsp	Desmoplakin	100	606.4118041992188	973.7290649414062	800.138427734375	647.0083618164062	2263.123779296875	755.868896484375	863.3106079101562	492.425048828125	910.259521484375	932.4412841796875	1398.69384765625	1413.1170654296875	5236.984375	327.65155029296875	2002.4359130859375
NOLC1_MOUSE	E9Q5C9	Nolc1	Nucleolar and coiled-body phosphoprotein 1	100	95.12564086914062	146.08596801757812	105.68755340576172	127.67137908935547	163.43980407714844	164.5857696533203	120.54166412353516	131.61831665039062	188.50579833984375	180.51483154296875	119.69404602050781	198.556640625	74.34584045410156	173.7545928955078	154.87533569335938
YTDC1_MOUSE	E9Q5K9	Ythdc1	YTH domain-containing protein 1	100	51.01081466674805	34.645965576171875	34.45241928100586	33.043155670166016	48.848506927490234	47.67100524902344	33.355892181396484	39.245792388916016	42.43183898925781	46.452762603759766	53.185455322265625	64.04837036132812	57.976593017578125	39.75342559814453	53.12043380737305
NAL12_MOUSE	E9Q5R7	Nlrp12	NACHT, LRR and PYD domains-containing protein 12	66.7	6.742687225341797	43.577266693115234	9.117809295654297	20.35086441040039	NaN	NaN	51.389381408691406	2.1442818641662598	NaN	NaN	35.392982482910156	2.502295970916748	75.23989868164062	97.77508544921875	NaN
MYO1E_MOUSE	E9Q634	Myo1e	Unconventional myosin-Ie	53.3	28.150026321411133	NaN	14.25657844543457	NaN	NaN	NaN	52.12562942504883	NaN	34.418190002441406	NaN	87.53668975830078	56.03366470336914	228.327880859375	NaN	59.289310455322266
BD1L1_MOUSE	E9Q6J5	Bod1l	Biorientation of chromosomes in cell division protein 1-like 1	46.7	5.033883571624756	NaN	5.933417320251465	NaN	NaN	NaN	NaN	7.221585273742676	21.348098754882812	NaN	9.944167137145996	9.655135154724121	NaN	NaN	7.048660755157471
TTC7B_MOUSE	E9Q6P5	Ttc7b	Tetratricopeptide repeat protein 7B	93.3	29.01032066345215	37.906620025634766	35.806861877441406	39.53564453125	NaN	24.627443313598633	31.89834213256836	26.538267135620117	19.892589569091797	26.57945442199707	24.755603790283203	33.33100891113281	30.464038848876953	23.373159408569336	25.009260177612305
UBE4A_MOUSE	E9Q735	Ube4a	Ubiquitin conjugation factor E4 A	93.3	24.18911361694336	36.78799819946289	23.034936904907227	31.86371612548828	NaN	26.878263473510742	29.588607788085938	36.105674743652344	40.519508361816406	27.148056030273438	46.46186828613281	30.125566482543945	63.27178955078125	36.11068344116211	51.18281555175781
NUMA1_MOUSE	E9Q7G0	Numa1	Nuclear mitotic apparatus protein 1	100	33.24951171875	37.970157623291016	28.756561279296875	45.600128173828125	63.79566955566406	35.021854400634766	39.21028137207031	26.98428726196289	45.12984085083008	37.46523666381836	42.92388916015625	42.59639358520508	51.17327117919922	33.103240966796875	61.279598236083984
NRX2A_MOUSE	E9Q7X7	Nrxn2	Neurexin-2	93.3	62.72071838378906	53.06538009643555	51.10063552856445	54.34256362915039	98.15660095214844	69.755859375	43.27455520629883	62.03755569458008	63.700645446777344	31.82362174987793	66.58381652832031	42.859920501708984	108.83013153076172	42.36274337768555	NaN
ABCAC_MOUSE	E9Q876	Abca12	Glucosylceramide transporter ABCA12	80	92.97341918945312	NaN	355.6297302246094	164.6936798095703	NaN	136.92515563964844	235.2779541015625	89.1558837890625	NaN	226.43052673339844	323.7657470703125	246.50341796875	1972.1593017578125	307.05572509765625	375.2960510253906
FRY_MOUSE	E9Q8I9	Fry	Protein furry homolog	100	89.44784545898438	108.0772476196289	86.65125274658203	117.23724365234375	113.64149475097656	85.52960968017578	100.56956481933594	94.99097442626953	86.10697174072266	95.58269500732422	132.30764770507812	91.01439666748047	106.84355163574219	105.26297760009766	60.82576370239258
GDS1_MOUSE	E9Q912	Rap1gds1	Rap1 GTPase-GDP dissociation stimulator 1	100	38.30058670043945	47.499755859375	41.677528381347656	39.079368591308594	50.5866813659668	45.319583892822266	41.403099060058594	46.04686737060547	51.1741828918457	38.55263137817383	38.9024772644043	43.058502197265625	47.33640670776367	36.73600769042969	46.03858947753906
TRDN_MOUSE	E9Q9K5	Trdn	Triadin	93.3	NaN	37.19630432128906	29.74445343017578	46.51700210571289	95.39820098876953	68.37821197509766	36.65331268310547	11.306235313415527	51.996238708496094	44.01603317260742	59.32917785644531	48.451019287109375	1306.981201171875	13.280244827270508	400.1394958496094
SC16A_MOUSE	E9QAT4	Sec16a	Protein transport protein Sec16A	100	15.658284187316895	22.1140079498291	14.245720863342285	31.99854278564453	57.06782913208008	32.426490783691406	23.06560707092285	17.404516220092773	17.177936553955078	14.509537696838379	17.51018714904785	18.468746185302734	44.30360794067383	22.502418518066406	54.551841735839844
SYGP1_MOUSE	F6SEU4	Syngap1	Ras/Rap GTPase-activating protein SynGAP	100	318.1086120605469	289.1852722167969	293.1341857910156	309.31719970703125	206.79725646972656	157.13436889648438	227.8751220703125	170.50265502929688	188.630126953125	192.90228271484375	184.51942443847656	205.01010131835938	127.2967529296875	149.3499298095703	121.21062469482422
YJEN3_MOUSE	F6W8I0	Yjefn3	YjeF N-terminal domain-containing protein 3	100	139.1404571533203	145.7672882080078	137.94017028808594	105.52253723144531	149.60923767089844	121.20037841796875	122.58867645263672	120.98706817626953	171.4748077392578	135.1044158935547	125.6130599975586	157.441650390625	100.34526062011719	133.86489868164062	128.04644775390625
TPR_MOUSE	F6ZDS4	Tpr	Nucleoprotein TPR	100	98.7188491821289	102.0063247680664	96.2710952758789	88.06641387939453	150.08004760742188	95.20938110351562	103.0573501586914	82.02323150634766	103.11766815185547	112.97899627685547	110.219482421875	111.0362319946289	125.32633972167969	95.65997314453125	115.5567398071289
SKI3_MOUSE	F8VPK0	Skic3	Superkiller complex protein 3	86.7	4.554993629455566	8.003195762634277	5.327028751373291	10.287556648254395	41.70587158203125	NaN	12.608527183532715	9.7472562789917	NaN	12.472671508789062	13.812105178833008	7.375601768493652	89.6966781616211	8.427490234375	16.39801788330078
ARI4A_MOUSE	F8VPQ2	Arid4a	AT-rich interactive domain-containing protein 4A	60	7.362733840942383	NaN	12.768875122070312	8.958353996276855	NaN	NaN	10.86247444152832	11.647825241088867	NaN	1.1347843408584595	15.750526428222656	7.938973426818848	NaN	14.960996627807617	NaN
FARP1_MOUSE	F8VPU2	Farp1	FERM, ARHGEF and pleckstrin domain-containing protein 1	100	35.39033126831055	46.29587173461914	34.51124954223633	59.18503952026367	92.19438934326172	55.27804946899414	45.80941390991211	64.20999908447266	50.27035903930664	25.571697235107422	55.22910690307617	35.26132583618164	26.82541275024414	30.96280288696289	31.398683547973633
